1	0.042199271	0.099813433
2	0	0.054570896
3	0.372442284	0.140858209
4	0.062235723	0.071828358
5	0.373803159	0.10261194
6	0.316063183	0.131529851
7	0.238140948	0.082089552
8	0.3190887	0.130130597
9	0.209149453	0.137593284
10	0.378760632	0.235074627
11	0.370789793	0.33255597
12	0.431360875	0.359608209
13	0.741482382	0.425839552
14	0.097958688	0.171641791
15	0.156865128	0.329757463
16	0.707424058	0.451026119
17	1	0.624533582
18	0.83328068	0.62733209
19	0.600789793	0.476679104
20	0.308687728	0.597481343
21	0.260449575	0.5625
22	0.804617254	1
23	0.534750911	0.722481343
24	0.875164034	0.382462687
25	0.759161604	0.226679104
26	0.446063183	0.255130597
27	0.211348724	0.215018657
28	0.284240583	0.163712687
29	0.769441069	0.277518657
30	0.403936817	0.100279851
31	0.157545565	0
32	0.126816525	0.086287313
33	0.125078979	0.244402985
34	0.657982989	0.33488806
35	0.238493317	0.269123134																		
